,x_rel,y_rel,z_rel
0,2.002002002002002,1.6976976976976976,4.877877877877878
1,0.8258258258258259,3.039039039039039,3.2012012012012017
2,0.21521521521521522,3.855855855855856,2.18018018018018
3,3.118118118118118,2.2862862862862863,4.142142142142142
4,0.5455455455455456,2.7627627627627627,3.5465465465465464
5,0.4904904904904905,0.7687687687687688,6.039039039039039
6,0.2502502502502503,1.1931931931931932,5.508508508508509
7,3.2632632632632634,0.6286286286286287,6.2142142142142145
8,4.414414414414415,0.1921921921921922,6.75975975975976
9,0.6106106106106106,1.1291291291291292,5.588588588588589
10,0.37537537537537535,0.3963963963963964,6.504504504504505
11,2.4524524524524525,1.985985985985986,4.5175175175175175
12,1.3413413413413413,1.6136136136136137,4.982982982982983
13,2.7927927927927927,1.037037037037037,5.703703703703704
14,2.6576576576576576,1.2452452452452452,5.443443443443444
15,3.5085085085085086,2.098098098098098,4.377377377377377
16,1.906906906906907,2.814814814814815,3.481481481481482
17,2.3523523523523524,2.01001001001001,4.4874874874874875
18,3.5285285285285286,3.3273273273273274,2.8408408408408405
19,2.4074074074074074,1.5655655655655656,5.043043043043043
20,1.6366366366366367,3.1671671671671673,3.0410410410410416
21,3.2782782782782784,3.5355355355355353,2.5805805805805804
22,0.02002002002002002,3.1871871871871873,3.016016016016016
23,1.6416416416416417,1.0810810810810811,5.648648648648649
24,2.027027027027027,2.134134134134134,4.332332332332332
25,0.7957957957957957,0.3923923923923924,6.50950950950951
26,2.052052052052052,0.5645645645645646,6.2942942942942945
27,0.7207207207207207,3.5235235235235236,2.5955955955955954
28,3.6536536536536537,1.7137137137137137,4.857857857857858
29,1.3013013013013013,3.035035035035035,3.206206206206206
30,1.4564564564564564,1.6496496496496496,4.937937937937938
31,3.2532532532532534,2.154154154154154,4.307307307307307
32,1.0510510510510511,0.36436436436436437,6.544544544544545
33,3.093093093093093,0.9009009009009009,5.873873873873874
34,0.21021021021021022,2.166166166166166,4.292292292292292
35,2.4474474474474475,3.2072072072072073,2.9909909909909906
36,4.82982982982983,1.4014014014014013,5.248248248248248
37,1.7867867867867868,1.6576576576576576,4.927927927927928
38,1.0860860860860861,1.2612612612612613,5.423423423423424
39,3.3533533533533535,1.3773773773773774,5.278278278278278
40,1.1261261261261262,0.11611611611611611,6.854854854854855
41,2.6826826826826826,2.5625625625625625,3.796796796796797
42,0.7057057057057057,1.1211211211211212,5.598598598598599
43,1.3663663663663663,0.6046046046046046,6.2442442442442445
44,4.564564564564565,3.0870870870870872,3.1411411411411416
45,3.088088088088088,3.4474474474474475,2.6906906906906904
46,4.334334334334335,1.4174174174174174,5.228228228228228
47,3.4384384384384385,3.9119119119119117,2.11011011011011
48,2.6126126126126126,1.077077077077077,5.653653653653654
49,2.992992992992993,1.4574574574574575,5.178178178178178
50,1.3813813813813813,0.9089089089089089,5.863863863863864
51,1.5565565565565564,0.8448448448448448,5.943943943943944
52,4.054054054054054,0.984984984984985,5.768768768768769
53,2.9029029029029028,3.4834834834834836,2.6456456456456454
54,0.7007007007007007,2.106106106106106,4.367367367367367
55,4.7997997997998,3.8718718718718717,2.16016016016016
56,0.3353353353353353,1.8858858858858858,4.642642642642643
57,3.203203203203203,1.2332332332332332,5.458458458458459
58,4.824824824824825,2.830830830830831,3.461461461461462
59,0.7807807807807807,0.2082082082082082,6.73973973973974
60,1.5165165165165164,0.03203203203203203,6.95995995995996
61,4.934934934934935,2.138138138138138,4.327327327327327
62,2.1471471471471473,0.7447447447447447,6.069069069069069
63,0.18018018018018017,2.5825825825825826,3.771771771771772
64,2.7777777777777777,2.5665665665665665,3.791791791791792
65,4.2442442442442445,2.2462462462462462,4.192192192192192
66,0.7157157157157157,0.20020020020020018,6.74974974974975
67,2.2922922922922924,2.6386386386386387,3.701701701701702
68,2.8878878878878878,2.5865865865865865,3.7667667667667666
69,0.7307307307307307,2.274274274274274,4.157157157157157
70,4.81981981981982,3.2632632632632634,2.9209209209209206
71,4.634634634634635,3.439439439439439,2.7007007007007005
72,0.6406406406406406,3.1471471471471473,3.066066066066066
73,4.55955955955956,1.073073073073073,5.658658658658659
74,4.2492492492492495,2.19019019019019,4.262262262262262
75,1.1061061061061062,0.5245245245245245,6.344344344344345
76,0.8508508508508509,2.3263263263263263,4.092092092092092
77,1.4664664664664664,0.8808808808808809,5.898898898898899
78,0.3103103103103103,3.7477477477477477,2.315315315315315
79,0.9359359359359359,2.6026026026026026,3.7467467467467466
80,0.6856856856856857,3.8278278278278277,2.215215215215215
81,4.75975975975976,2.714714714714715,3.6066066066066065
82,0.04004004004004004,1.3333333333333333,5.333333333333333
83,4.97997997997998,0.07607607607607608,6.904904904904905
84,1.3513513513513513,2.998998998998999,3.2512512512512517
85,0.7257257257257257,0.7007007007007007,6.124124124124124
86,2.6426426426426426,0.8208208208208209,5.973973973973974
87,0.34034034034034033,0.016016016016016016,6.97997997997998
88,2.0920920920920922,0.13613613613613612,6.82982982982983
89,0.8608608608608609,3.6116116116116115,2.4854854854854853
90,2.982982982982983,0.2602602602602603,6.674674674674675
