,x_rel,y_rel,z_rel
0,4.88988988988989,1.901901901901902,4.622622622622623
1,4.874874874874875,3.6276276276276276,2.4654654654654653
2,3.4784784784784786,3.8878878878878878,2.14014014014014
3,0.8958958958958959,2.910910910910911,3.3613613613613618
4,1.6416416416416417,1.1211211211211212,5.598598598598599
5,3.188188188188188,1.7977977977977977,4.752752752752753
6,2.2922922922922924,1.5695695695695695,5.038038038038038
7,4.1741741741741745,2.794794794794795,3.5065065065065064
8,1.5765765765765765,3.8918918918918917,2.135135135135135
9,2.1471471471471473,0.5245245245245245,6.344344344344345
10,3.923923923923924,2.3703703703703702,4.037037037037037
11,0.975975975975976,1.4414414414414414,5.198198198198198
12,0.3353353353353353,3.6156156156156154,2.4804804804804803
13,1.3963963963963963,0.996996996996997,5.753753753753754
14,3.983983983983984,2.106106106106106,4.367367367367367
15,0.8758758758758759,0.5285285285285285,6.33933933933934
16,4.2842842842842845,0.42042042042042044,6.474474474474475
17,4.2742742742742745,2.074074074074074,4.407407407407407
18,3.113113113113113,1.5375375375375375,5.078078078078078
19,3.953953953953954,3.5195195195195197,2.6006006006006004
20,2.1771771771771773,1.5295295295295295,5.088088088088088
21,3.183183183183183,3.079079079079079,3.1511511511511516
22,3.3333333333333335,0.7167167167167167,6.104104104104104
23,0.20520520520520522,2.6146146146146148,3.731731731731732
24,2.2722722722722724,2.1621621621621623,4.297297297297297
25,1.0360360360360361,1.7417417417417418,4.822822822822823
26,3.3133133133133135,1.137137137137137,5.578578578578579
27,0.41541541541541543,0.4804804804804805,6.3993993993994
28,4.47947947947948,1.5415415415415414,5.073073073073073
29,3.7737737737737738,3.81981981981982,2.225225225225225
30,3.4134134134134135,2.2262262262262262,4.217217217217217
31,3.7337337337337337,3.3713713713713713,2.7857857857857855
32,3.843843843843844,3.4874874874874875,2.6406406406406404
33,3.2482482482482484,2.206206206206206,4.242242242242242
34,3.033033033033033,1.4094094094094094,5.238238238238238
35,2.9029029029029028,1.957957957957958,4.5525525525525525
36,4.954954954954955,0.15215215215215216,6.80980980980981
37,3.3683683683683685,3.6996996996997,2.3753753753753752
38,3.903903903903904,3.991991991991992,2.01001001001001
39,2.4024024024024024,3.6756756756756754,2.4054054054054053
40,0.23023023023023023,3.091091091091091,3.136136136136136
41,1.3913913913913913,1.1811811811811812,5.523523523523524
42,0.7007007007007007,0.5565565565565566,6.3043043043043046
43,0.01001001001001001,2.8868868868868867,3.391391391391392
44,3.888888888888889,1.065065065065065,5.668668668668669
45,1.3563563563563563,0.5485485485485485,6.314314314314315
46,2.9129129129129128,2.2462462462462462,4.192192192192192
47,1.6616616616616617,2.3583583583583585,4.052052052052052
48,4.2092092092092095,3.111111111111111,3.1111111111111116
49,2.1071071071071072,3.063063063063063,3.1711711711711716
50,4.66966966966967,3.3953953953953953,2.7557557557557555
51,3.4834834834834836,2.6986986986986987,3.6266266266266265
52,1.4714714714714714,0.5085085085085085,6.364364364364365
53,4.58958958958959,0.24024024024024024,6.6996996996997
54,0.7157157157157157,3.7637637637637638,2.295295295295295
55,0.10010010010010009,0.08008008008008008,6.8998998998999
56,3.6486486486486487,2.5505505505505504,3.811811811811812
57,0.8208208208208209,2.5865865865865865,3.7667667667667666
58,1.8118118118118118,3.4794794794794797,2.6506506506506504
59,2.4674674674674675,1.045045045045045,5.693693693693694
60,1.4164164164164164,3.87987987987988,2.15015015015015
61,3.158158158158158,1.0810810810810811,5.648648648648649
62,3.3283283283283285,0.1041041041041041,6.86986986986987
63,4.009009009009009,3.4354354354354353,2.7057057057057055
64,2.8378378378378377,3.803803803803804,2.245245245245245
65,4.614614614614615,3.67967967967968,2.4004004004004003
66,2.047047047047047,3.0870870870870872,3.1411411411411416
67,0.4854854854854855,0.08808808808808809,6.88988988988989
68,1.1561561561561562,2.938938938938939,3.3263263263263263
69,0.8858858858858859,1.8538538538538538,4.682682682682683
70,3.853853853853854,0.5365365365365365,6.32932932932933
71,0.3103103103103103,2.1221221221221223,4.347347347347347
72,0.2602602602602603,2.374374374374374,4.032032032032032
73,0.5055055055055055,3.055055055055055,3.1811811811811816
74,0.39539539539539537,1.5135135135135136,5.108108108108108
75,2.6326326326326326,3.3553553553553552,2.8058058058058055
76,4.774774774774775,1.8658658658658658,4.667667667667668
77,1.5065065065065064,2.138138138138138,4.327327327327327
78,4.794794794794795,2.9069069069069067,3.3663663663663663
79,4.2192192192192195,3.163163163163163,3.046046046046046
80,0.8608608608608609,0.960960960960961,5.798798798798799
81,0.7507507507507507,1.5735735735735736,5.033033033033033
82,0.21521521521521522,2.2422422422422423,4.197197197197197
83,3.823823823823824,2.966966966966967,3.2912912912912917
84,2.8928928928928928,2.6226226226226226,3.721721721721722
85,0.36536536536536535,3.095095095095095,3.1311311311311316
86,2.4074074074074074,0.4364364364364364,6.454454454454455
87,1.3863863863863863,2.2822822822822824,4.147147147147147
88,4.624624624624625,3.6076076076076076,2.4904904904904903
89,3.958958958958959,3.915915915915916,2.105105105105105
90,1.7417417417417418,2.0820820820820822,4.397397397397397
91,1.7817817817817818,0.22022022022022023,6.724724724724725
92,3.793793793793794,2.166166166166166,4.292292292292292
93,1.906906906906907,3.4154154154154153,2.7307307307307305
94,2.037037037037037,3.4674674674674675,2.6656656656656654
95,2.5975975975975976,3.8998998998999,2.125125125125125
96,0.5355355355355356,0.3763763763763764,6.52952952952953
97,1.3363363363363363,0.7567567567567568,6.054054054054054
98,3.938938938938939,2.05005005005005,4.4374374374374375
99,2.3123123123123124,3.3873873873873874,2.7657657657657655
